StudentID,Q1_Favorite_Subjects,Q2_Enjoyed_Activities,Q3_Strongest_Skills,Q4_Work_Style,Q5_Workplace_Preference,Q6_Exam_Readiness,Q7_Location_Preference,Q8_Career_Values,Q9_LongTerm_Goal,Q10_Academic_Background,Recommended_Course,Recommended_Career,Recommended_College_Type,Recommendation_Score
S01065,"Physics, Computer Science","Drawing, Helping Others","Financial Analysis, Communication",Both,Creative Studio,No,India,Creativity & Freedom,Lawyer,Arts-44%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.62
S01066,"Maths, Biology","Coding, Research","Writing, Analysis",Practical,Startup,Yes,Flexible,Balanced,Data Scientist,Arts-63%,B.Tech CSE,Software Engineer,Tier-2,0.74
S01067,"Maths, Computer Science","Debating, Solving Puzzles","Design Thinking, Leadership",Both,Startup,Yes,India,Creativity & Freedom,Teacher,Arts-75%,B.Tech IT,IT Engineer,Tier-2,0.89
S01068,"Computer Science, Maths","Organizing Events, Drawing","Analysis, Teamwork",Practical,Creative Studio,No,India,Balanced,Lawyer,Science-53%,Diploma in Design,Junior Designer,Tier-2,0.67
S01069,"Psychology, History","Drawing, Experiments","Problem Solving, Research",Theoretical,Classroom,Maybe,India,Creativity & Freedom,Entrepreneur,Commerce-80%,BA History,Researcher/Archivist,Tier-2,0.84
S01070,"Computer Science, Physics","Coding, Experiments","Leadership, Presentation",Both,Research Lab,Yes,Flexible,Balanced,Designer,Science-76%,B.Tech CSE,Software Engineer,Tier-2,0.87
S01071,"Psychology, Political Science","Experiments, Public Speaking","Leadership, Problem Solving",Theoretical,Outdoors,Maybe,Flexible,Creativity & Freedom,Artist,Arts-58%,BA Political Science,Public Policy Analyst,Tier-2,0.71
S01072,"Design, Fine Arts","Helping Others, Debating","Design Thinking, Creativity",Both,Classroom,No,Flexible,Balanced,Civil Servant,Science-57%,BFA,Artist/Designer,Tier-2,0.75
S01073,"Business Studies, Computer Science","Reading, Debating","Financial Analysis, Leadership",Practical,Corporate Office,Yes,India,Balanced,Doctor,Commerce-88%,B.Tech Civil,Civil Engineer,Tier-1,0.89
S01074,"Physics, Computer Science","Reading, Research","Creativity, Problem Solving",Both,Corporate Office,No,India,Creativity & Freedom,Artist,Science-59%,Diploma in IT,IT Support/Technician,Tier-2,0.79
S01075,"Biology, Computer Science","Public Speaking, Experiments","Financial Analysis, Leadership",Both,Research Lab,Yes,Abroad,Creativity & Freedom,Artist,Arts-82%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.94
S01076,"Maths, Physics","Solving Puzzles, Experiments","Communication, Problem Solving",Practical,NGO,Maybe,Abroad,Job Security,Scientist,Science-68%,B.Tech CSE,Software Engineer,Tier-2,0.77
S01077,"Biology, Physics","Research, Coding","Programming, Programming",Practical,NGO,No,Abroad,Balanced,Artist,Science-94%,B.Tech CSE,Software Engineer,Tier-2,0.99
S01078,"Design, Fine Arts","Solving Puzzles, Experiments","Leadership, Research",Practical,Corporate Office,Yes,Flexible,Creativity & Freedom,Scientist,Science-85%,BA Psychology,Counselor/HR,Tier-2,0.92
S01079,"Maths, Computer Science","Public Speaking, Research","Creativity, Writing",Both,Creative Studio,Maybe,Abroad,Job Security,Engineer,Commerce-51%,Diploma in Design,Junior Designer,Tier-2,0.75
S01080,"Chemistry, Computer Science","Research, Public Speaking","Problem Solving, Communication",Practical,Government Office,Maybe,Flexible,Creativity & Freedom,Data Scientist,Science-80%,BFA,Artist/Designer,Tier-2,0.84
S01081,"Biology, Maths","Public Speaking, Organizing Events","Leadership, Financial Analysis",Theoretical,Government Office,Yes,Abroad,Creativity & Freedom,Data Scientist,Science-65%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.74
S01082,"Biology, Chemistry","Public Speaking, Designing","Research, Leadership",Theoretical,Corporate Office,Maybe,India,Job Security,Data Scientist,Arts-54%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.76
S01083,"Biology, Physics","Debating, Sports","Programming, Research",Both,Research Lab,Yes,Flexible,Job Security,Artist,Science-52%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.66
S01084,"Economics, Accountancy","Sports, Organizing Events","Research, Leadership",Practical,Government Office,Yes,Flexible,Job Security,Engineer,Arts-90%,BBA,Business Analyst,Tier-1,0.89
S01085,"Computer Science, Business Studies","Coding, Research","Problem Solving, Leadership",Theoretical,Government Office,Yes,India,Balanced,Data Scientist,Science-86%,B.Tech CSE,Software Engineer,Tier-1,0.89
S01086,"Maths, Computer Science","Experiments, Public Speaking","Presentation, Communication",Practical,Startup,Maybe,Flexible,Job Security,Manager,Science-61%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.74
S01087,"Chemistry, Computer Science","Reading, Debating","Communication, Writing",Theoretical,Corporate Office,Maybe,Abroad,Job Security,Data Scientist,Science-57%,Diploma in Design,Junior Designer,Tier-2,0.73
S01088,"Fine Arts, Design","Solving Puzzles, Research","Creativity, Communication",Theoretical,Classroom,Yes,India,Creativity & Freedom,Doctor,Commerce-88%,BFA,Artist/Designer,Tier-2,0.89
S01089,"Political Science, History","Solving Puzzles, Reading","Creativity, Teamwork",Practical,Research Lab,No,Flexible,Balanced,Designer,Arts-73%,BA Psychology,Counselor/HR,Tier-2,0.88
S01090,"Fine Arts, Design","Solving Puzzles, Designing","Design Thinking, Programming",Both,Outdoors,No,Abroad,Job Security,Data Scientist,Arts-68%,BA Political Science,Public Policy Analyst,Tier-2,0.79
S01091,"Economics, Business Studies","Reading, Helping Others","Teamwork, Programming",Theoretical,Startup,Maybe,India,Balanced,Entrepreneur,Arts-54%,B.Com,Accountant,Tier-2,0.73
S01092,"Computer Science, Chemistry","Drawing, Public Speaking","Communication, Programming",Practical,Research Lab,Yes,India,Balanced,Data Scientist,Commerce-49%,Diploma in Design,Junior Designer,Tier-2,0.7
S01093,"Computer Science, Physics","Public Speaking, Helping Others","Analysis, Programming",Practical,Research Lab,Yes,Abroad,Creativity & Freedom,Artist,Science-64%,B.Tech CSE,Software Engineer,Tier-2,0.74
S01094,"Biology, Physics","Solving Puzzles, Research","Financial Analysis, Programming",Practical,Government Office,No,India,Balanced,Teacher,Vocational-61%,B.Tech CSE,Software Engineer,Tier-2,0.72
S01095,"History, Psychology","Designing, Drawing","Presentation, Problem Solving",Practical,Government Office,Yes,Flexible,Balanced,Data Scientist,Science-94%,BA History,Researcher/Archivist,Tier-2,0.96
S01096,"Design, Fine Arts","Coding, Drawing","Problem Solving, Writing",Theoretical,Government Office,No,Flexible,Job Security,Designer,Commerce-93%,BA Political Science,Public Policy Analyst,Tier-2,0.93
S01097,"Chemistry, Biology","Helping Others, Experiments","Programming, Creativity",Practical,Research Lab,No,Flexible,Balanced,Doctor,Science-80%,Diploma in IT,IT Support/Technician,Tier-2,0.88
S01098,"Physics, Computer Science","Coding, Sports","Writing, Leadership",Theoretical,Government Office,Maybe,Abroad,Job Security,Lawyer,Commerce-62%,B.Tech IT,IT Engineer,Tier-2,0.74
S01099,"Physics, Chemistry","Solving Puzzles, Solving Puzzles","Writing, Programming",Practical,Government Office,No,Flexible,Job Security,Lawyer,Science-60%,B.Tech CSE,Software Engineer,Tier-2,0.79
S01100,"Physics, Computer Science","Research, Coding","Teamwork, Leadership",Practical,Classroom,Maybe,Flexible,Balanced,Civil Servant,Commerce-95%,B.Tech CSE,Software Engineer,Tier-2,0.99
S01101,"Psychology, Political Science","Solving Puzzles, Drawing","Problem Solving, Writing",Practical,Startup,No,Abroad,Balanced,Engineer,Arts-73%,BA Economics,Economist/Analyst,Tier-2,0.81
S01102,"Business Studies, Maths","Research, Experiments","Programming, Leadership",Theoretical,Outdoors,Maybe,Flexible,Job Security,Scientist,Science-59%,B.Com,Accountant,Tier-2,0.72
S01103,"Maths, Chemistry","Organizing Events, Reading","Writing, Communication",Practical,Outdoors,No,Flexible,Job Security,Lawyer,Commerce-78%,B.Tech Civil,Civil Engineer,Tier-2,0.84
S01104,"Maths, Physics","Experiments, Solving Puzzles","Problem Solving, Problem Solving",Theoretical,Creative Studio,Maybe,Abroad,Job Security,Lawyer,Arts-63%,B.Tech CSE,Software Engineer,Tier-2,0.8
S01105,"History, Political Science","Reading, Drawing","Leadership, Financial Analysis",Theoretical,Government Office,Maybe,Flexible,Job Security,Teacher,Science-96%,BA Economics,Economist/Analyst,Tier-2,0.99
S01106,"Maths, Biology","Public Speaking, Solving Puzzles","Writing, Programming",Both,Corporate Office,Yes,Flexible,Job Security,Lawyer,Science-94%,BDS,Dentist,Tier-1,0.99
S01107,"Chemistry, Biology","Organizing Events, Coding","Financial Analysis, Presentation",Theoretical,Corporate Office,No,Flexible,Balanced,Doctor,Vocational-58%,Diploma in Design,Junior Designer,Tier-2,0.72
S01108,"Maths, Chemistry","Public Speaking, Organizing Events","Analysis, Presentation",Practical,Classroom,Maybe,India,Job Security,Engineer,Science-95%,B.Tech IT,IT Engineer,Tier-2,0.97
S01109,"Physics, Computer Science","Reading, Debating","Design Thinking, Creativity",Both,Outdoors,No,India,Job Security,Scientist,Commerce-59%,Diploma in IT,IT Support/Technician,Tier-2,0.79
S01110,"History, Psychology","Reading, Drawing","Design Thinking, Programming",Theoretical,Government Office,No,India,Creativity & Freedom,Designer,Arts-89%,BA Psychology,Counselor/HR,Tier-2,0.96
S01111,"Economics, Computer Science","Designing, Reading","Problem Solving, Creativity",Both,Startup,No,Abroad,Job Security,Designer,Science-88%,B.Tech CSE,Software Engineer,Tier-2,0.93
S01112,"Biology, Maths","Research, Sports","Presentation, Research",Theoretical,Creative Studio,Maybe,India,Balanced,Scientist,Arts-79%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.86
S01113,"Accountancy, Business Studies","Reading, Coding","Creativity, Writing",Both,Startup,Yes,Flexible,Balanced,Data Scientist,Science-84%,B.Com (Hons),Financial Analyst,Tier-1,0.88
S01114,"Biology, Maths","Coding, Organizing Events","Communication, Programming",Theoretical,Outdoors,Yes,Flexible,Job Security,Artist,Commerce-77%,B.Tech CSE,Software Engineer,Tier-2,0.83
S01115,"Maths, Computer Science","Sports, Reading","Creativity, Analysis",Theoretical,Corporate Office,Maybe,Flexible,Balanced,Teacher,Science-84%,B.Tech Civil,Civil Engineer,Tier-2,0.95
S01116,"Maths, Physics","Sports, Debating","Research, Teamwork",Theoretical,Classroom,Maybe,India,Balanced,Engineer,Science-58%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.78
S01117,"Physics, Chemistry","Drawing, Public Speaking","Leadership, Analysis",Theoretical,Classroom,Maybe,India,Job Security,Scientist,Science-79%,B.Tech CSE,Software Engineer,Tier-2,0.86
S01118,"Economics, Business Studies","Organizing Events, Debating","Writing, Analysis",Theoretical,Corporate Office,No,Flexible,Balanced,Entrepreneur,Science-56%,BBA (Finance),Investment Analyst,Tier-2,0.75
S01119,"Computer Science, Chemistry","Reading, Public Speaking","Problem Solving, Writing",Theoretical,Corporate Office,Yes,India,Creativity & Freedom,Designer,Science-83%,B.Tech CSE,Software Engineer,Tier-2,0.93
S01120,"Chemistry, Biology","Sports, Public Speaking","Presentation, Programming",Practical,Classroom,Yes,India,Job Security,Manager,Science-96%,MBBS,Doctor,Tier-1,0.93
S01121,"Maths, Economics","Drawing, Organizing Events","Analysis, Design Thinking",Both,Startup,No,Abroad,Balanced,Entrepreneur,Arts-85%,B.Tech Civil,Civil Engineer,Tier-2,0.96
S01122,"Business Studies, Maths","Reading, Solving Puzzles","Programming, Design Thinking",Both,Classroom,Maybe,Abroad,Balanced,Manager,Commerce-83%,B.Tech CSE,Software Engineer,Tier-2,0.92
S01123,"Maths, Economics","Organizing Events, Organizing Events","Communication, Programming",Theoretical,Classroom,Maybe,Flexible,Job Security,Entrepreneur,Science-56%,B.Com (Hons),Financial Analyst,Tier-2,0.69
S01124,"Accountancy, Business Studies","Solving Puzzles, Debating","Creativity, Communication",Practical,Creative Studio,Yes,Abroad,Creativity & Freedom,Data Scientist,Commerce-48%,BBA (Finance),Investment Analyst,Tier-2,0.7
S01125,"Computer Science, Biology","Helping Others, Reading","Financial Analysis, Creativity",Theoretical,Classroom,Yes,Flexible,Creativity & Freedom,Entrepreneur,Commerce-64%,B.Tech IT,IT Engineer,Tier-2,0.83
S01126,"Computer Science, Business Studies","Sports, Research","Financial Analysis, Leadership",Both,Research Lab,Maybe,Flexible,Job Security,Teacher,Arts-62%,B.Tech Civil,Civil Engineer,Tier-2,0.81
S01127,"Chemistry, Biology","Designing, Coding","Writing, Programming",Both,Government Office,Maybe,Flexible,Job Security,Scientist,Commerce-50%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.71
S01128,"Physics, Chemistry","Coding, Public Speaking","Research, Programming",Theoretical,Startup,Maybe,Flexible,Job Security,Artist,Arts-60%,B.Tech CSE,Software Engineer,Tier-2,0.77
S01129,"History, Fine Arts","Designing, Debating","Design Thinking, Writing",Theoretical,Research Lab,Yes,Flexible,Creativity & Freedom,Designer,Science-52%,BA Economics,Economist/Analyst,Tier-2,0.75
S01130,"Chemistry, Physics","Coding, Sports","Problem Solving, Programming",Theoretical,Classroom,No,India,Job Security,Engineer,Arts-88%,B.Tech CSE,Software Engineer,Tier-2,0.92
S01131,"Physics, Chemistry","Sports, Solving Puzzles","Problem Solving, Presentation",Practical,Classroom,Maybe,India,Balanced,Manager,Science-68%,B.Tech CSE,Software Engineer,Tier-2,0.82
S01132,"Maths, Physics","Experiments, Reading","Programming, Communication",Both,Outdoors,Maybe,Abroad,Balanced,Scientist,Commerce-48%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.66
S01133,"Physics, Biology","Experiments, Experiments","Design Thinking, Writing",Theoretical,Research Lab,Yes,Flexible,Creativity & Freedom,Entrepreneur,Commerce-93%,BHMS,Homeopathy Doctor,Tier-1,0.98
S01134,"Accountancy, Economics","Public Speaking, Organizing Events","Creativity, Research",Both,NGO,No,India,Job Security,Data Scientist,Commerce-83%,B.Com,Accountant,Tier-1,0.92
S01135,"Biology, Maths","Solving Puzzles, Debating","Leadership, Analysis",Theoretical,Outdoors,Yes,India,Creativity & Freedom,Lawyer,Commerce-55%,Diploma in Design,Junior Designer,Tier-2,0.71
S01136,"History, Design","Public Speaking, Drawing","Research, Problem Solving",Practical,Research Lab,Maybe,India,Job Security,Data Scientist,Science-74%,BA Economics,Economist/Analyst,Tier-2,0.82
S01137,"Computer Science, Maths","Helping Others, Experiments","Research, Programming",Both,Government Office,No,India,Job Security,Artist,Science-92%,B.Tech CSE,Software Engineer,Tier-2,0.96
S01138,"Computer Science, Physics","Designing, Solving Puzzles","Financial Analysis, Creativity",Practical,Classroom,No,Flexible,Job Security,Engineer,Science-68%,B.Tech CSE,Software Engineer,Tier-2,0.78
S01139,"Maths, Physics","Coding, Experiments","Programming, Creativity",Practical,NGO,Maybe,Abroad,Balanced,Designer,Science-61%,B.Tech CSE,Software Engineer,Tier-2,0.72
S01140,"History, Design","Reading, Designing","Design Thinking, Programming",Practical,Startup,Maybe,India,Creativity & Freedom,Designer,Arts-66%,BA History,Researcher/Archivist,Tier-2,0.8
S01141,"Biology, Computer Science","Experiments, Coding","Teamwork, Problem Solving",Practical,Outdoors,Yes,Flexible,Job Security,Designer,Commerce-65%,B.Tech CSE,Software Engineer,Tier-2,0.78
S01142,"Computer Science, Biology","Coding, Experiments","Programming, Presentation",Both,Classroom,No,Flexible,Job Security,Civil Servant,Science-53%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.75
S01143,"Biology, Chemistry","Coding, Designing","Problem Solving, Programming",Both,Research Lab,Yes,Flexible,Job Security,Entrepreneur,Science-72%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.85
S01144,"Biology, Maths","Coding, Coding","Analysis, Programming",Theoretical,Startup,Maybe,Abroad,Creativity & Freedom,Data Scientist,Science-54%,Diploma in Design,Junior Designer,Tier-2,0.68
S01145,"Accountancy, Maths","Experiments, Drawing","Programming, Design Thinking",Both,Creative Studio,Yes,Abroad,Balanced,Data Scientist,Commerce-95%,B.Tech CSE,Software Engineer,Tier-1,0.97
S01146,"Chemistry, Computer Science","Drawing, Solving Puzzles","Analysis, Programming",Practical,Outdoors,Maybe,Flexible,Creativity & Freedom,Data Scientist,Commerce-61%,B.Tech CSE,Software Engineer,Tier-2,0.75
S01147,"Computer Science, Maths","Solving Puzzles, Sports","Creativity, Writing",Theoretical,NGO,Maybe,Flexible,Balanced,Civil Servant,Vocational-88%,B.Tech CSE,Software Engineer,Tier-2,0.95
S01148,"Maths, Chemistry","Experiments, Experiments","Programming, Teamwork",Theoretical,Classroom,No,India,Balanced,Manager,Science-89%,B.Tech CSE,Software Engineer,Tier-2,0.93
S01149,"Physics, Computer Science","Experiments, Experiments","Design Thinking, Programming",Theoretical,Classroom,Maybe,India,Balanced,Data Scientist,Arts-72%,B.Tech CSE,Software Engineer,Tier-2,0.83
S01150,"Political Science, Fine Arts","Public Speaking, Organizing Events","Leadership, Research",Both,Corporate Office,Maybe,Flexible,Creativity & Freedom,Manager,Commerce-70%,BA History,Researcher/Archivist,Tier-2,0.84
S01151,"Fine Arts, History","Research, Helping Others","Problem Solving, Financial Analysis",Theoretical,Classroom,No,Flexible,Balanced,Lawyer,Commerce-81%,BA Economics,Economist/Analyst,Tier-2,0.84
S01152,"Maths, Chemistry","Sports, Solving Puzzles","Analysis, Writing",Theoretical,Research Lab,Maybe,Abroad,Creativity & Freedom,Data Scientist,Science-58%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.78
S01153,"Business Studies, Computer Science","Helping Others, Public Speaking","Presentation, Design Thinking",Theoretical,Classroom,Yes,India,Balanced,Data Scientist,Arts-61%,B.Tech Civil,Civil Engineer,Tier-2,0.73
